perc_premium_paid_by_cash_credit,age_in_days,Income,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,target,mocked_target
0.022,14249.0,300030.0,98.54,14.0,2,1,11700.0,1.0,1
0.097,8765.0,60070.0,99.81,7.0,0,1,5400.0,1.0,1
0.009,10230.0,54090.0,97.93,8.0,0,1,5700.0,1.0,1
0.477,13153.0,81050.0,99.12,8.0,0,0,1200.0,1.0,1
0.872,16798.0,171910.0,98.82,11.0,2,0,18000.0,1.0,1
0.084,12789.0,112290.0,99.05,10.0,2,1,5400.0,1.0,0
0.349,16802.0,120150.0,99.73,5.0,1,1,9600.0,1.0,0
0.007,14612.0,639570.0,99.41,6.0,2,1,36900.0,1.0,0
0.292,26290.0,73570.0,98.33,14.0,0,0,7500.0,1.0,0
0.308,17895.0,143470.0,99.09,10.0,2,1,7500.0,1.0,1
0.022,16798.0,180040.0,97.48,21.0,1,1,9600.0,1.0,1
0.946,18620.0,89950.0,99.13,5.0,3,1,3300.0,1.0,1
0.142,13875.0,96110.0,97.39,8.0,1,1,5400.0,1.0,1
0.387,20450.0,66130.0,98.11,10.0,1,1,3300.0,1.0,0
0.0,18264.0,420100.0,99.35,13.0,0,1,24300.0,1.0,1
0.05,16430.0,178890.0,99.45,5.0,0,1,11700.0,1.0,1
0.044,26288.0,360060.0,99.46,12.0,0,1,32700.0,1.0,0
0.189,21178.0,210060.0,99.45,10.0,2,0,5400.0,1.0,1
0.025,31401.0,43420.0,99.89,8.0,0,0,1200.0,1.0,0
0.081,18629.0,162130.0,98.94,14.0,3,0,1200.0,1.0,1
0.925,16804.0,101570.0,98.63,9.0,0,1,3300.0,0.0,1
0.654,11327.0,49530.0,99.02,8.0,0,1,5700.0,1.0,1
0.75,20819.0,102600.0,97.35,7.0,1,1,5400.0,1.0,0
0.29,18985.0,76780.0,98.84,10.0,0,0,3300.0,1.0,1
0.596,21546.0,262550.0,98.95,14.0,1,0,15900.0,1.0,1
1.0,18258.0,153990.0,99.25,5.0,3,1,7500.0,1.0,1
0.0,21175.0,1950090.0,99.41,10.0,0,1,60000.0,1.0,0
0.016,31038.0,120070.0,99.89,5.0,0,1,9600.0,1.0,0
0.05,17531.0,105140.0,98.19,17.0,0,0,3300.0,1.0,0
0.081,12056.0,135140.0,99.58,9.0,2,1,7500.0,1.0,1
0.479,11327.0,199250.0,98.95,12.0,3,1,9600.0,1.0,0
0.0,23731.0,150120.0,99.3,5.0,0,0,7500.0,1.0,1
0.0,13883.0,150070.0,98.98,7.0,0,1,5400.0,1.0,1
0.235,23731.0,1200090.0,99.87,6.0,0,1,55800.0,1.0,1
0.053,29210.0,170530.0,99.11,16.0,1,1,7500.0,1.0,1
0.272,18987.0,240040.0,99.45,10.0,2,1,1200.0,1.0,0
0.015,27754.0,162550.0,99.23,14.0,0,1,7500.0,1.0,0
0.003,23365.0,162030.0,98.09,15.0,0,1,7500.0,1.0,0
0.238,15706.0,102120.0,99.86,7.0,4,0,7500.0,1.0,1
0.027,20446.0,420050.0,99.89,10.0,0,1,22200.0,1.0,0
0.019,11329.0,180050.0,99.36,14.0,1,0,7500.0,1.0,0
0.371,18985.0,132410.0,98.9,10.0,0,0,11700.0,1.0,0
0.041,22640.0,185940.0,99.19,11.0,0,1,1200.0,1.0,1
0.022,21546.0,277910.0,99.47,15.0,3,1,13800.0,1.0,1
0.035,23003.0,182670.0,99.44,6.0,0,0,9600.0,1.0,1
0.977,16795.0,162610.0,99.66,9.0,0,1,9600.0,1.0,0
0.083,24830.0,100050.0,97.83,26.0,0,1,5700.0,1.0,0
0.0,13510.0,279530.0,98.1,12.0,2,1,11700.0,1.0,1
0.155,28113.0,200030.0,99.25,27.0,0,1,5400.0,1.0,1
0.719,10591.0,150080.0,99.62,11.0,0,1,7500.0,1.0,1
0.909,10229.0,67840.0,98.63,7.0,0,0,3300.0,1.0,1
0.649,14610.0,180050.0,99.11,7.0,0,1,11700.0,1.0,1
0.24,23738.0,124470.0,99.1,9.0,1,1,3300.0,1.0,0
0.061,23736.0,437550.0,99.65,7.0,3,0,20100.0,1.0,0
0.259,18991.0,251600.0,97.72,23.0,1,0,9600.0,1.0,0
0.081,14243.0,204030.0,99.76,10.0,3,1,9600.0,1.0,1
0.037,27749.0,86550.0,99.04,10.0,0,1,3300.0,1.0,1
0.036,21540.0,58080.0,98.9,8.0,0,0,7500.0,1.0,1
0.863,18623.0,93050.0,99.56,5.0,0,0,7500.0,0.0,1
0.742,14243.0,223840.0,99.16,7.0,3,0,9600.0,1.0,1
0.548,18987.0,562110.0,99.15,26.0,0,1,24300.0,1.0,1
0.519,18626.0,349350.0,99.07,13.0,0,1,20100.0,1.0,1
0.267,18629.0,187540.0,97.96,27.0,3,1,1200.0,1.0,0
0.652,17898.0,342100.0,98.59,28.0,0,0,3300.0,0.0,0
0.234,18628.0,402060.0,98.93,7.0,1,1,15900.0,1.0,1
0.068,18995.0,78990.0,98.65,8.0,1,1,5400.0,1.0,0
0.012,17164.0,194570.0,98.32,10.0,2,1,1200.0,1.0,1
0.463,17167.0,485030.0,99.25,17.0,0,1,13800.0,1.0,1
0.618,17895.0,76850.0,99.06,8.0,0,0,7500.0,0.0,0
0.972,14241.0,156030.0,99.03,14.0,2,0,5400.0,1.0,0
0.081,16805.0,135060.0,99.44,15.0,1,0,7500.0,1.0,1
0.096,12056.0,100130.0,99.21,15.0,0,1,5400.0,1.0,1
0.052,17897.0,752520.0,99.72,11.0,3,1,49500.0,1.0,1
0.002,18262.0,300100.0,98.88,14.0,2,0,24300.0,1.0,1
0.19,24829.0,252950.0,98.92,18.0,0,1,18000.0,1.0,1
0.64,14976.0,135120.0,98.11,5.0,1,0,3300.0,1.0,1
0.422,24096.0,117540.0,99.76,8.0,0,1,5400.0,1.0,0
0.741,12420.0,240120.0,99.5,6.0,0,0,15900.0,1.0,1
0.215,15700.0,120140.0,98.16,17.0,1,1,7500.0,0.0,0
0.407,18629.0,75060.0,98.75,13.0,2,1,5700.0,1.0,1
0.072,19353.0,72130.0,97.53,8.0,0,1,7500.0,1.0,1
0.648,21548.0,232680.0,98.93,15.0,0,0,11700.0,1.0,0
0.001,21905.0,168140.0,98.86,7.0,0,0,7500.0,1.0,1
0.734,16075.0,189540.0,99.56,7.0,0,1,9600.0,1.0,0
0.191,23372.0,348050.0,98.98,18.0,0,0,3300.0,1.0,0
0.877,20812.0,304100.0,98.71,6.0,1,1,7500.0,1.0,1
0.318,17890.0,123030.0,98.65,9.0,0,0,1200.0,1.0,1
0.508,23370.0,1080070.0,98.71,24.0,0,0,3300.0,1.0,1
0.215,12058.0,69130.0,99.53,10.0,1,1,5700.0,1.0,1
0.059,26658.0,315080.0,99.87,11.0,0,1,22200.0,1.0,0
0.982,20081.0,217920.0,97.68,16.0,0,1,11700.0,1.0,1
0.029,21547.0,203630.0,98.69,10.0,1,1,9600.0,1.0,0
0.765,15337.0,282220.0,99.4,13.0,2,0,24300.0,1.0,1
0.797,11689.0,61010.0,99.34,9.0,3,1,3300.0,1.0,0
0.0,13878.0,123440.0,99.24,17.0,2,0,5400.0,1.0,1
0.924,18624.0,195140.0,98.99,11.0,2,0,1200.0,1.0,0
0.023,26656.0,66980.0,99.23,11.0,1,0,3300.0,1.0,0
0.832,17898.0,90050.0,99.18,5.0,0,0,5400.0,0.0,1
0.379,12787.0,61410.0,97.18,6.0,3,0,3300.0,1.0,1
0.051,21550.0,135090.0,98.61,12.0,0,1,7500.0,1.0,0
0.159,21177.0,400080.0,99.51,8.0,0,1,5400.0,1.0,1
0.023,27755.0,300030.0,99.88,9.0,1,0,26400.0,1.0,0
0.005,23370.0,78880.0,99.65,9.0,0,1,5400.0,1.0,0
0.998,17163.0,209220.0,98.19,7.0,3,1,13800.0,1.0,1
0.067,26654.0,249130.0,99.81,12.0,0,1,13800.0,1.0,1
0.057,18260.0,152950.0,98.8,21.0,2,1,3300.0,1.0,0
0.442,15708.0,154040.0,99.75,6.0,1,1,1200.0,1.0,1
1.0,15707.0,66250.0,98.77,4.0,1,0,5400.0,1.0,1
0.654,16440.0,228030.0,99.27,9.0,2,0,5400.0,1.0,0
0.066,23001.0,292550.0,98.47,26.0,2,0,3300.0,1.0,1
0.219,22276.0,85740.0,98.8,19.0,1,1,7500.0,1.0,0
0.119,22641.0,249100.0,99.13,7.0,0,1,13800.0,0.0,0
0.526,17533.0,251650.0,98.75,8.0,0,1,22200.0,1.0,0
0.063,22276.0,60110.0,99.43,9.0,0,1,7500.0,1.0,1
0.831,17168.0,211530.0,98.35,14.0,0,1,11700.0,1.0,0
0.027,20815.0,303130.0,99.13,13.0,3,1,3300.0,1.0,0
0.002,15706.0,102150.0,99.01,11.0,3,1,7500.0,1.0,0
0.992,17166.0,44220.0,99.07,8.0,0,0,1200.0,1.0,0
0.115,16433.0,207070.0,98.97,16.0,0,0,9600.0,1.0,0
0.428,21182.0,141040.0,98.53,22.0,0,0,11700.0,1.0,1
1.0,23731.0,96970.0,98.65,6.0,0,1,5400.0,1.0,1
0.002,16065.0,96080.0,98.58,9.0,0,1,1200.0,1.0,1
0.028,32855.0,75040.0,99.88,7.0,0,0,9600.0,1.0,1
0.528,21912.0,123060.0,99.4,12.0,1,1,9600.0,0.0,0
0.635,22271.0,132120.0,99.0,8.0,0,1,9600.0,0.0,1
0.328,12416.0,192120.0,98.42,10.0,1,0,9600.0,1.0,0
0.17,13146.0,400120.0,99.3,15.0,2,0,47400.0,1.0,1
0.008,29939.0,45070.0,99.47,29.0,0,1,1200.0,1.0,1
0.997,26289.0,204300.0,98.33,18.0,0,1,13800.0,1.0,0
1.0,14246.0,108120.0,99.63,3.0,1,1,5400.0,1.0,1
0.003,16074.0,137580.0,98.36,12.0,1,0,5400.0,1.0,0
0.01,22273.0,90030.0,99.83,26.0,0,0,5400.0,1.0,0
0.254,21545.0,210040.0,99.7,6.0,1,1,3300.0,1.0,0
0.415,13517.0,87080.0,99.78,4.0,2,0,1200.0,1.0,1
0.67,19720.0,177670.0,99.59,10.0,1,1,7500.0,1.0,1
0.137,17900.0,294760.0,98.97,15.0,3,0,22200.0,1.0,0
0.03,22636.0,90090.0,98.7,12.0,0,0,3300.0,1.0,0
0.56,10598.0,93600.0,99.53,6.0,0,1,5700.0,1.0,1
0.406,13520.0,354050.0,98.93,18.0,1,0,3300.0,1.0,1
0.011,22277.0,140090.0,99.21,9.0,3,1,11700.0,1.0,0
0.084,13151.0,150080.0,98.92,17.0,2,0,7500.0,1.0,0
0.277,12415.0,78130.0,99.27,10.0,0,1,5700.0,1.0,1
0.384,15700.0,42100.0,99.48,8.0,1,1,3300.0,1.0,1
0.503,15335.0,287590.0,99.67,6.0,0,0,15900.0,1.0,1
0.042,22278.0,225100.0,98.95,5.0,1,1,22200.0,1.0,0
0.008,25563.0,140030.0,98.54,17.0,0,1,3300.0,1.0,0
0.886,17897.0,121380.0,98.96,9.0,0,0,7500.0,1.0,1
0.03,17527.0,90090.0,99.28,18.0,0,0,5400.0,1.0,1
1.0,14247.0,174690.0,99.14,9.0,1,0,1200.0,1.0,0
0.752,16072.0,279140.0,99.82,9.0,3,1,13800.0,1.0,1
1.0,14608.0,177610.0,97.69,4.0,2,1,9600.0,1.0,1
1.0,17899.0,129150.0,99.5,4.0,3,0,7500.0,0.0,0
0.835,20453.0,292710.0,99.16,9.0,1,0,13800.0,1.0,0
0.0,11327.0,135080.0,99.68,12.0,0,0,13800.0,1.0,0
0.512,10963.0,171110.0,99.86,7.0,0,0,3300.0,1.0,0
0.896,17160.0,382590.0,99.37,21.0,0,1,32700.0,1.0,1
0.063,13145.0,195040.0,99.23,17.0,2,1,15900.0,1.0,0
0.0,17168.0,262560.0,99.89,8.0,3,1,13800.0,1.0,1
0.271,16070.0,247610.0,98.76,14.0,2,1,13800.0,1.0,1
0.005,30300.0,150080.0,99.89,10.0,0,1,9600.0,1.0,1
0.771,10593.0,212560.0,99.38,5.0,0,1,9600.0,1.0,1
0.262,12056.0,191120.0,99.17,13.0,2,0,5400.0,1.0,1
0.125,20089.0,150130.0,98.8,5.0,0,0,1200.0,1.0,0
0.005,23371.0,201820.0,99.51,21.0,2,0,5400.0,1.0,0
0.093,14979.0,115710.0,99.87,5.0,0,1,7500.0,1.0,1
0.479,21548.0,160530.0,98.3,29.0,2,1,11700.0,1.0,1
0.142,23369.0,118590.0,98.94,18.0,1,0,1200.0,1.0,1
0.846,16065.0,189950.0,99.74,6.0,1,1,9600.0,1.0,1
0.162,14612.0,275150.0,99.45,9.0,2,1,13800.0,1.0,1
1.0,15701.0,117530.0,99.65,3.0,0,0,5400.0,0.0,0
0.077,17892.0,129030.0,99.83,10.0,3,0,3300.0,1.0,1
0.431,13879.0,209500.0,99.2,5.0,4,1,7500.0,1.0,1
0.023,21547.0,105050.0,99.88,6.0,0,1,5400.0,1.0,0
0.0,24099.0,172630.0,99.61,9.0,0,1,11700.0,1.0,0
0.08,20812.0,274340.0,99.85,13.0,0,1,13800.0,1.0,0
0.009,22640.0,465030.0,99.06,28.0,1,1,20100.0,1.0,1
0.042,28478.0,240050.0,99.87,12.0,1,1,9600.0,1.0,0
0.972,17898.0,168760.0,98.61,8.0,2,1,7500.0,1.0,1
1.0,20820.0,105140.0,98.24,6.0,0,1,3300.0,1.0,0
0.265,11330.0,150130.0,99.65,6.0,3,1,3300.0,1.0,0
0.032,21544.0,184990.0,99.0,21.0,0,0,22200.0,1.0,0
0.075,17527.0,180120.0,99.68,22.0,3,1,5400.0,0.0,1
0.32,21183.0,211710.0,98.75,39.0,0,1,5400.0,1.0,0
0.363,24466.0,210050.0,99.22,19.0,0,1,13800.0,1.0,1
0.026,21177.0,485630.0,99.57,11.0,2,0,28500.0,1.0,1
0.954,11692.0,130080.0,99.69,5.0,0,1,7500.0,1.0,0
0.105,31034.0,65740.0,99.19,16.0,0,1,1200.0,1.0,0
0.075,18988.0,169280.0,99.41,17.0,2,1,9600.0,1.0,0
0.068,24463.0,550090.0,99.38,21.0,2,1,30600.0,1.0,0
0.0,19354.0,135070.0,98.66,15.0,0,0,7500.0,1.0,0
0.982,10232.0,73650.0,99.09,8.0,1,0,3300.0,1.0,1
0.003,21542.0,127240.0,99.76,7.0,0,0,5400.0,1.0,1
0.412,28113.0,45110.0,99.07,9.0,0,0,5700.0,1.0,1
0.171,20448.0,75080.0,98.64,8.0,0,0,5400.0,1.0,0
0.908,12785.0,54100.0,99.36,5.0,0,1,3300.0,0.0,0
0.033,19724.0,150100.0,98.63,10.0,0,0,1200.0,1.0,1
0.159,12051.0,144630.0,99.88,5.0,1,0,11700.0,1.0,1
0.03,21177.0,99070.0,98.53,15.0,0,0,5400.0,1.0,1
0.66,17893.0,225050.0,98.4,17.0,1,0,9600.0,1.0,0
0.03,18987.0,166160.0,99.29,10.0,1,0,20100.0,1.0,0
0.359,13154.0,159070.0,98.78,13.0,1,1,7500.0,0.0,1
0.025,17166.0,91570.0,98.96,12.0,0,1,5400.0,1.0,1
0.107,9499.0,48150.0,99.39,10.0,0,1,5700.0,0.0,0
0.883,19723.0,245110.0,98.78,15.0,2,1,15900.0,1.0,1
0.177,12425.0,213810.0,98.94,16.0,3,1,9600.0,1.0,0
0.113,12415.0,300030.0,99.6,9.0,2,1,13800.0,1.0,1
0.003,28114.0,120080.0,99.7,16.0,0,1,7500.0,1.0,0
0.52,17890.0,147120.0,98.12,12.0,2,1,9600.0,1.0,1
0.056,15704.0,181570.0,99.89,3.0,1,1,13800.0,1.0,0
0.339,16071.0,390060.0,99.04,15.0,2,0,3300.0,1.0,1
0.004,21180.0,87580.0,96.42,22.0,1,0,7500.0,1.0,1
1.0,18985.0,150070.0,99.88,9.0,0,1,5400.0,1.0,1
0.069,22643.0,42000.0,99.78,6.0,0,1,3300.0,1.0,1
0.074,21906.0,100870.0,99.07,12.0,0,1,5400.0,1.0,1
0.058,23006.0,494130.0,99.05,21.0,1,1,11700.0,1.0,1
0.489,27746.0,142950.0,99.0,11.0,0,1,7500.0,1.0,1
0.127,17534.0,193540.0,99.01,28.0,2,0,9600.0,1.0,0
0.111,12058.0,264100.0,99.12,9.0,1,1,11700.0,1.0,0
0.858,20082.0,150050.0,98.81,11.0,1,0,9600.0,1.0,1
0.034,29941.0,96150.0,99.69,15.0,0,0,3300.0,1.0,0
0.12,16072.0,200560.0,99.37,10.0,0,1,13800.0,1.0,1
0.17,12415.0,232590.0,99.35,7.0,2,1,13800.0,0.0,0
0.017,23734.0,75110.0,98.28,10.0,1,0,5400.0,1.0,1
0.058,27387.0,212620.0,99.71,7.0,0,1,11700.0,1.0,0
0.403,21180.0,1432580.0,99.5,16.0,2,1,60000.0,1.0,1
1.0,10226.0,72780.0,99.78,2.0,2,0,3300.0,1.0,0
0.028,20081.0,229630.0,98.77,15.0,0,0,13800.0,1.0,0
0.944,17895.0,627590.0,99.05,11.0,2,1,60000.0,1.0,1
0.043,15336.0,276140.0,98.82,18.0,3,1,13800.0,0.0,1
0.002,13876.0,200060.0,99.01,6.0,0,0,20100.0,1.0,0
0.05,15706.0,180910.0,99.12,7.0,0,1,5700.0,1.0,0
0.001,15703.0,30080.0,99.76,9.0,2,0,1200.0,1.0,1
0.022,23008.0,225110.0,99.34,19.0,0,0,3300.0,1.0,0
0.017,17168.0,106910.0,99.89,4.0,1,1,7500.0,1.0,1
0.175,12781.0,135040.0,98.84,13.0,1,0,9600.0,1.0,1
0.836,14976.0,276120.0,98.31,14.0,2,1,13800.0,0.0,1
0.067,11328.0,90070.0,99.22,6.0,0,1,5400.0,1.0,1
0.04,24470.0,446360.0,99.89,5.0,0,1,43200.0,1.0,0
0.872,9503.0,78120.0,99.63,4.0,0,0,1200.0,0.0,1
0.421,14615.0,162610.0,99.86,4.0,0,1,7500.0,1.0,1
1.0,20087.0,100170.0,98.66,10.0,0,1,5400.0,1.0,0
0.759,9503.0,114050.0,99.63,8.0,0,0,3300.0,1.0,0
0.162,16804.0,462590.0,98.62,17.0,0,1,28500.0,1.0,0
1.0,12054.0,60120.0,98.19,8.0,3,1,3300.0,0.0,1
0.2,11688.0,110100.0,98.06,9.0,0,1,11700.0,1.0,1
0.012,24465.0,293070.0,99.16,18.0,0,1,32700.0,1.0,1
0.181,20454.0,103720.0,99.75,10.0,1,1,5400.0,1.0,1
1.0,18630.0,129950.0,99.86,2.0,3,0,1200.0,1.0,0
0.013,21544.0,389100.0,99.3,13.0,0,1,28500.0,1.0,1
0.0,12789.0,175050.0,98.89,14.0,1,1,13800.0,1.0,0
0.505,14975.0,127970.0,98.41,15.0,1,0,5700.0,1.0,0
0.053,25198.0,128570.0,96.9,13.0,0,0,3300.0,1.0,1
0.768,11688.0,256890.0,99.18,10.0,0,0,22200.0,0.0,1
0.853,17530.0,295130.0,99.25,7.0,1,0,11700.0,1.0,0
0.238,18258.0,342080.0,98.99,17.0,3,1,20100.0,1.0,1
0.274,10596.0,77380.0,99.46,10.0,0,0,7500.0,1.0,1
0.194,25194.0,129080.0,99.6,7.0,0,0,9600.0,1.0,1
0.006,28482.0,114110.0,98.67,16.0,1,0,3300.0,1.0,0
0.161,14978.0,117070.0,99.05,10.0,2,1,3300.0,1.0,1
0.236,21542.0,102150.0,98.74,19.0,0,0,7500.0,1.0,1
0.903,19724.0,126150.0,99.14,8.0,0,0,5400.0,1.0,0
0.241,16802.0,180060.0,99.47,16.0,0,1,7500.0,1.0,1
0.962,12790.0,84040.0,98.42,13.0,0,0,5400.0,1.0,1
0.439,12417.0,81100.0,97.97,21.0,0,0,1200.0,1.0,0
0.0,16433.0,170080.0,99.32,8.0,1,1,13800.0,1.0,0
0.031,26660.0,130450.0,99.17,20.0,0,0,15900.0,1.0,0
0.212,21906.0,241080.0,99.3,7.0,2,0,1200.0,1.0,0
0.471,18261.0,104600.0,97.28,9.0,3,0,7500.0,1.0,1
0.255,23370.0,375100.0,99.62,10.0,1,0,30600.0,1.0,1
0.495,14975.0,113330.0,98.83,12.0,2,1,11700.0,1.0,1
0.0,15706.0,229030.0,99.23,13.0,2,0,5400.0,1.0,1
0.16,23731.0,230060.0,99.35,12.0,1,0,9600.0,1.0,0
0.023,26292.0,315040.0,99.89,7.0,0,0,15900.0,1.0,1
0.0,11324.0,103000.0,98.45,7.0,0,1,5400.0,1.0,1
0.101,21175.0,316160.0,99.44,7.0,1,0,18000.0,1.0,0
0.142,19354.0,300080.0,99.51,8.0,0,1,13800.0,1.0,1
0.86,14250.0,161360.0,99.29,13.0,1,1,7500.0,1.0,1
0.018,24828.0,114090.0,99.58,17.0,0,1,7500.0,1.0,1
0.852,18256.0,201360.0,98.31,18.0,0,0,9600.0,1.0,1
0.902,18257.0,180150.0,98.92,19.0,2,1,7500.0,0.0,1
0.127,13875.0,217530.0,99.02,23.0,2,0,5400.0,1.0,0
0.084,19723.0,300130.0,99.18,17.0,2,1,11700.0,1.0,1
0.047,15706.0,315060.0,98.94,11.0,0,0,15900.0,1.0,0
0.044,20450.0,150130.0,99.23,12.0,0,1,11700.0,1.0,1
0.024,27390.0,128060.0,99.88,4.0,0,1,5400.0,1.0,1
0.2,18622.0,360120.0,99.22,11.0,1,0,9600.0,1.0,1
0.021,16068.0,99130.0,99.89,4.0,1,1,5400.0,1.0,0
0.0,21178.0,189030.0,99.88,6.0,0,0,7500.0,1.0,1
0.38,10230.0,48240.0,98.78,12.0,0,1,1200.0,1.0,0
0.195,14615.0,78050.0,98.41,10.0,0,1,5400.0,1.0,1
0.007,15700.0,247590.0,98.52,16.0,0,0,11700.0,1.0,1
0.957,14973.0,114110.0,99.53,5.0,3,0,7500.0,0.0,1
0.108,25564.0,90040.0,99.81,7.0,0,0,5700.0,1.0,0
0.07,28113.0,65610.0,99.29,16.0,0,1,5400.0,1.0,1
0.369,20448.0,98220.0,99.48,8.0,1,1,7500.0,1.0,1
0.59,21177.0,459090.0,99.56,7.0,2,1,26400.0,1.0,1
0.044,15707.0,282220.0,99.63,5.0,3,1,18000.0,1.0,1
0.141,23733.0,215700.0,99.14,17.0,1,0,9600.0,1.0,0
0.051,24826.0,262540.0,99.86,10.0,1,0,11700.0,1.0,0
1.0,13517.0,67560.0,99.86,2.0,0,1,7500.0,1.0,1
1.0,27390.0,129070.0,99.63,4.0,0,1,7500.0,1.0,0
0.116,24828.0,131070.0,99.46,8.0,0,1,5400.0,1.0,0
0.382,13877.0,243710.0,98.41,15.0,2,1,13800.0,1.0,0
0.388,22644.0,93320.0,99.07,9.0,0,0,5400.0,1.0,1
0.139,22278.0,133460.0,98.51,12.0,0,1,9600.0,1.0,0
0.806,17532.0,54130.0,98.37,12.0,0,0,3300.0,1.0,1
0.138,20081.0,116770.0,99.3,14.0,0,1,1200.0,1.0,1
0.511,23374.0,365050.0,98.81,27.0,0,0,11700.0,0.0,1
0.056,9865.0,173540.0,99.73,6.0,0,0,1200.0,1.0,1
0.047,27025.0,279300.0,99.03,10.0,4,1,3300.0,1.0,0
1.0,16439.0,195060.0,99.82,6.0,2,0,18000.0,1.0,1
0.103,19722.0,255570.0,99.35,7.0,2,1,13800.0,1.0,1
0.083,16800.0,297000.0,99.43,7.0,2,0,20100.0,1.0,0
0.165,20084.0,480120.0,99.73,7.0,0,1,28500.0,1.0,0
0.877,19355.0,174610.0,99.05,10.0,2,0,7500.0,1.0,0
0.866,14244.0,66050.0,99.06,7.0,2,1,5400.0,0.0,1
0.357,17892.0,130020.0,98.86,15.0,0,1,9600.0,1.0,0
0.0,21914.0,335520.0,98.97,12.0,0,1,13800.0,1.0,1
0.012,13876.0,307750.0,99.89,15.0,0,1,11700.0,1.0,1
0.002,11692.0,150150.0,99.59,9.0,2,1,7500.0,1.0,1
0.018,21908.0,213310.0,99.14,12.0,0,0,20100.0,1.0,0
0.977,21178.0,151370.0,98.96,10.0,2,1,5400.0,1.0,0
0.291,10235.0,66030.0,98.21,10.0,1,1,1200.0,1.0,0
0.088,21178.0,365100.0,99.07,9.0,0,0,24300.0,1.0,1
0.027,12783.0,263020.0,99.35,8.0,3,0,11700.0,1.0,1
0.512,22280.0,192400.0,98.89,20.0,0,0,1200.0,1.0,0
1.0,17895.0,114580.0,99.25,5.0,3,1,7500.0,1.0,0
0.268,17167.0,109490.0,99.02,11.0,2,1,9600.0,1.0,1
0.341,22274.0,237540.0,98.15,19.0,0,1,11700.0,1.0,0
0.039,19360.0,195040.0,98.93,13.0,2,1,11700.0,1.0,0
0.0,16072.0,115100.0,97.83,21.0,2,1,9600.0,1.0,0
0.045,26292.0,182630.0,99.17,17.0,0,1,9600.0,1.0,0
0.154,16431.0,66120.0,97.89,9.0,1,0,3300.0,0.0,0
0.122,18259.0,198790.0,98.82,15.0,1,0,22200.0,1.0,0
0.263,18265.0,118570.0,98.81,19.0,0,1,7500.0,1.0,1
0.619,12780.0,384100.0,98.48,16.0,0,1,24300.0,1.0,0
0.915,16073.0,131350.0,98.75,5.0,1,0,1200.0,0.0,1
0.481,15340.0,87100.0,99.65,11.0,1,1,3300.0,1.0,0
0.523,17890.0,375050.0,99.16,11.0,0,0,18000.0,1.0,1
0.977,15710.0,180110.0,99.25,12.0,1,1,11700.0,1.0,0
0.563,21548.0,129060.0,98.41,17.0,0,0,5400.0,1.0,1
1.0,14240.0,72090.0,99.38,6.0,0,0,3300.0,1.0,0
0.036,18987.0,312570.0,99.78,9.0,1,0,15900.0,1.0,1
0.026,14243.0,168090.0,97.81,21.0,0,1,7500.0,1.0,0
0.174,12050.0,60100.0,98.01,16.0,0,0,5700.0,1.0,1
0.025,19360.0,125100.0,99.88,6.0,0,1,11700.0,1.0,1
0.065,23006.0,45080.0,98.95,13.0,1,0,5700.0,1.0,0
0.188,10964.0,276070.0,98.95,11.0,2,1,3300.0,1.0,0
0.8,12420.0,150080.0,97.98,7.0,1,1,5400.0,1.0,1
0.29,27380.0,233850.0,99.31,19.0,0,0,9600.0,1.0,1
0.027,16799.0,109230.0,99.37,14.0,0,0,5400.0,1.0,0
0.365,16803.0,165570.0,98.82,11.0,0,1,22200.0,1.0,1
0.074,30308.0,84040.0,99.83,10.0,0,0,7500.0,1.0,0
0.309,12420.0,108070.0,99.38,11.0,0,0,11700.0,1.0,0
1.0,10228.0,77760.0,99.53,3.0,1,0,5700.0,0.0,1
0.0,11690.0,59850.0,99.19,7.0,0,1,3300.0,1.0,0
0.046,20820.0,189030.0,99.0,10.0,1,0,7500.0,1.0,1
0.042,20082.0,287600.0,99.05,9.0,1,0,20100.0,1.0,0
0.551,18990.0,120040.0,99.44,6.0,2,1,11700.0,1.0,0
0.858,14975.0,385190.0,99.16,9.0,3,0,3300.0,1.0,1
0.141,24462.0,146330.0,99.62,9.0,0,0,11700.0,1.0,0
0.172,26287.0,234760.0,98.94,11.0,1,0,9600.0,1.0,1
0.416,17169.0,175470.0,98.34,16.0,2,0,5400.0,1.0,1
0.019,22643.0,157550.0,99.89,14.0,0,1,11700.0,1.0,0
1.0,12415.0,137630.0,99.66,7.0,3,1,3300.0,0.0,1
0.954,17526.0,156300.0,99.03,8.0,0,1,9600.0,1.0,1
0.485,13884.0,180120.0,98.89,7.0,2,0,3300.0,0.0,1
0.006,22642.0,630080.0,99.54,11.0,0,1,13800.0,1.0,1
0.087,19721.0,65120.0,99.44,7.0,0,1,3300.0,0.0,1
0.017,24828.0,315060.0,99.14,21.0,0,1,18000.0,1.0,0
0.056,18987.0,405080.0,99.16,15.0,1,0,15900.0,1.0,0
0.0,21183.0,201040.0,99.76,7.0,0,0,7500.0,1.0,1
0.458,12782.0,90090.0,98.84,9.0,1,0,3300.0,1.0,1
0.81,18261.0,126580.0,99.1,9.0,2,0,9600.0,1.0,1
0.059,16071.0,127690.0,99.22,14.0,1,0,9600.0,1.0,0
0.451,13513.0,151970.0,98.91,6.0,3,1,5400.0,1.0,1
